status,gene_symbol,gene_name,chromosome,genetic_category,gene_score,syndromic,number_of_reports,Gene.name.1,Gene.stable.ID,cds_length,ensembl_gene_id
9,MBOAT7,membrane bound O-acyltransferase domain containing 7,19,"Rare Single Gene Mutation, Syndromic",2,1,2,Mboat7,ENSMUSG00000035596,213,ENSG00000276935
9,MBOAT7,membrane bound O-acyltransferase domain containing 7,19,"Rare Single Gene Mutation, Syndromic",2,1,2,Mboat7,ENSMUSG00000035596,213,ENSG00000273592
9,MBOAT7,membrane bound O-acyltransferase domain containing 7,19,"Rare Single Gene Mutation, Syndromic",2,1,2,Mboat7,ENSMUSG00000035596,213,ENSG00000277025
9,MBOAT7,membrane bound O-acyltransferase domain containing 7,19,"Rare Single Gene Mutation, Syndromic",2,1,2,Mboat7,ENSMUSG00000035596,213,ENSG00000277923
9,MBOAT7,membrane bound O-acyltransferase domain containing 7,19,"Rare Single Gene Mutation, Syndromic",2,1,2,Mboat7,ENSMUSG00000035596,213,ENSG00000277733
9,MECP2,Methyl CpG binding protein 2,X,"Rare Single Gene Mutation, Syndromic, Functional",2,1,68,Mecp2,ENSMUSG00000031393,1455,ENSG00000169057
9,NLGN4X,"neuroligin 4, X-linked",X,"Rare Single Gene Mutation, Genetic Association",3,0,29,NA,NA,NA,ENSG00000146938
9,NR2F1,nuclear receptor subfamily 2 group F member 1,5,"Rare Single Gene Mutation, Syndromic",4,1,10,Nr2f1,ENSMUSG00000069171,1263,ENSG00000175745
9,BIN1,Bridging integrator 1,2,"Rare Single Gene Mutation, Genetic Association",NA,0,3,Bin1,ENSMUSG00000024381,1434,ENSG00000136717
9,CBS,cystathionine beta-synthase,21,"Rare Single Gene Mutation, Syndromic, Functional",NA,0,5,Cbs,ENSMUSG00000024039,1686,ENSG00000160200
9,FGFBP3,fibroblast growth factor binding protein 3,10,Rare Single Gene Mutation,5,0,1,Fgfbp3,ENSMUSG00000047632,753,ENSG00000174721
9,FOXP1,forkhead box P1,3,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,1,36,NA,NA,NA,ENSG00000114861
9,FOXP2,forkhead box P2,7,"Rare Single Gene Mutation, Genetic Association",3,0,38,Foxp2,ENSMUSG00000029563,115,ENSG00000128573
9,GATM,Glycine amidinotransferase (L-arginine:glycine amidinotransferase),15,Syndromic,NA,1,2,Gatm,ENSMUSG00000027199,1272,ENSG00000171766
9,KHDRBS2,"KH domain containing, RNA binding, signal transduction associated 2",6,Rare Single Gene Mutation,4,0,2,Khdrbs2,ENSMUSG00000026058,276,ENSG00000112232
9,KPTN,"kaptin, actin binding protein",19,"Rare Single Gene Mutation, Syndromic",NA,1,3,Kptn,ENSMUSG00000006021,1293,ENSG00000118162
9,MEF2C,myocyte enhancer factor 2C,5,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",4,1,28,Mef2c,ENSMUSG00000005583,1329,ENSG00000081189
9,ACY1,Aminoacylase 1,3,Syndromic,NA,0,5,Acy1,ENSMUSG00000023262,1227,ENSG00000243989
9,CNTN3,contactin 3 (plasmacytoma associated),3,Rare Single Gene Mutation,NA,0,5,Cntn3,ENSMUSG00000030075,3087,ENSG00000113805
9,FAN1,FANCD2/FANCI-associated nuclease 1,15,Rare Single Gene Mutation,4,0,1,Fan1,ENSMUSG00000033458,3063,ENSG00000276787
9,FAN1,FANCD2/FANCI-associated nuclease 1,15,Rare Single Gene Mutation,4,0,1,Fan1,ENSMUSG00000033458,3063,ENSG00000198690
9,NRXN1,neurexin 1,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,72,Nrxn1,ENSMUSG00000024109,420,ENSG00000179915
9,NRXN2,neurexin 2,11,"Rare Single Gene Mutation, Genetic Association",4,0,9,Nrxn2,ENSMUSG00000033768,1983,ENSG00000110076
9,NRXN3,neurexin 3,14,"Rare Single Gene Mutation, Genetic Association",3,0,16,Nrxn3,ENSMUSG00000066392,1704,ENSG00000021645
9,FGD1,"FYVE, RhoGEF and PH domain containing 1",X,"Rare Single Gene Mutation, Syndromic",5,0,3,Fgd1,ENSMUSG00000025265,2376,ENSG00000102302
9,GABRA3,"Gamma-aminobutyric acid (GABA) A receptor, alpha 3",X,Rare Single Gene Mutation,NA,1,2,Gabra3,ENSMUSG00000031343,1479,ENSG00000011677
9,GPHN,Gephyrin,14,Rare Single Gene Mutation,3,0,8,Gphn,ENSMUSG00000047454,2310,ENSG00000171723
9,GRIK2,glutamate ionotropic receptor kainate type subunit 2,6,"Rare Single Gene Mutation, Genetic Association",3,0,17,Grik2,ENSMUSG00000056073,2610,ENSG00000164418
9,HDAC4,histone deacetylase 4,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",NA,1,12,Hdac4,ENSMUSG00000026313,3231,ENSG00000068024
9,HERC2,HECT and RLD domain containing E3 ubiquitin protein ligase 2,15,Rare Single Gene Mutation,NA,1,6,Herc2,ENSMUSG00000030451,14511,ENSG00000128731
9,HERC2,HECT and RLD domain containing E3 ubiquitin protein ligase 2,15,Rare Single Gene Mutation,NA,1,6,Herc2,ENSMUSG00000030451,14511,ENSG00000276802
9,HERC2,HECT and RLD domain containing E3 ubiquitin protein ligase 2,15,Rare Single Gene Mutation,NA,1,6,Herc2,ENSMUSG00000030451,14511,ENSG00000277278
9,HOXA1,homeobox A1,7,"Rare Single Gene Mutation, Syndromic, Genetic Association",NA,1,15,Hoxa1,ENSMUSG00000029844,417,ENSG00000105991
9,HRAS,v-Ha-ras Harvey rat sarcoma viral oncogene homolog,11,"Rare Single Gene Mutation, Syndromic, Genetic Association",4,0,11,Hras,ENSMUSG00000025499,58,ENSG00000174775
9,HRAS,v-Ha-ras Harvey rat sarcoma viral oncogene homolog,11,"Rare Single Gene Mutation, Syndromic, Genetic Association",4,0,11,Hras,ENSMUSG00000025499,58,ENSG00000276536
9,ICA1,"islet cell autoantigen 1, 69kDa",7,Rare Single Gene Mutation,4,0,4,Ica1,ENSMUSG00000062995,200,ENSG00000003147
9,JMJD1C,jumonji domain containing 1C,10,Rare Single Gene Mutation,4,0,7,Jmjd1c,ENSMUSG00000037876,2232,ENSG00000171988
9,KAT6A,K(lysine) acetyltransferase 6A,8,"Rare Single Gene Mutation, Syndromic",3,1,8,Kat6a,ENSMUSG00000031540,6012,ENSG00000083168
9,KCND2,potassium voltage-gated channel subfamily D member 2,7,"Rare Single Gene Mutation, Genetic Association",4,0,5,Kcnd2,ENSMUSG00000060882,1893,ENSG00000184408
9,KCND3,potassium voltage-gated channel subfamily D member 3,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",4,0,8,Kcnd3,ENSMUSG00000040896,1911,ENSG00000171385
9,KDM6B,Lysine (K)-specific demethylase 6B,17,Rare Single Gene Mutation,3,0,8,Kdm6b,ENSMUSG00000018476,4926,ENSG00000132510
9,KIF5C,Kinesin family member 5C,2,"Rare Single Gene Mutation, Syndromic",4,1,7,Kif5c,ENSMUSG00000026764,2871,ENSG00000276734
9,KIF5C,Kinesin family member 5C,2,"Rare Single Gene Mutation, Syndromic",4,1,7,Kif5c,ENSMUSG00000026764,2871,ENSG00000168280
9,MAGEL2,MAGE-like 2,15,"Rare Single Gene Mutation, Syndromic",2,1,12,Magel2,ENSMUSG00000056972,3855,ENSG00000254585
9,MAOA,monoamine oxidase A,X,"Rare Single Gene Mutation, Syndromic, Genetic Association",4,0,14,Maoa,ENSMUSG00000025037,1581,ENSG00000189221
9,MED13,mediator complex subunit 13,17,"Rare Single Gene Mutation, Syndromic",2,1,4,Med13,ENSMUSG00000034297,6516,ENSG00000108510
9,MED13L,Mediator complex subunit 13-like,12,"Rare Single Gene Mutation, Syndromic",2,1,22,Med13l,ENSMUSG00000018076,6624,ENSG00000123066
9,MTOR,Mechanistic target of rapamycin (serine/threonine kinase),1,"Rare Single Gene Mutation, Syndromic, Functional",3,1,14,Mtor,ENSMUSG00000028991,7650,ENSG00000198793
9,MYT1L,Myelin transcription factor 1-like,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,15,Myt1l,ENSMUSG00000061911,3558,ENSG00000186487
9,KMT5B,lysine methyltransferase 5B,11,"Rare Single Gene Mutation, Syndromic",1,0,9,Kmt5b,ENSMUSG00000045098,263,ENSG00000110066
9,DCX,"doublecortex, lissencephaly, X-linked (doublecortin)",X,Rare Single Gene Mutation,NA,0,7,Dcx,ENSMUSG00000031285,1098,ENSG00000077279
9,FAM19A2,"family with sequence similarity 19 member A2, C-C motif chemokine like",12,Functional,5,0,1,Fam19a2,ENSMUSG00000044071,408,ENSG00000198673
9,FMR1,fragile X mental retardation 1,X,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",NA,1,40,Fmr1,ENSMUSG00000000838,1782,ENSG00000102081
9,NAA15,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit",4,"Rare Single Gene Mutation, Syndromic",1,1,9,Naa15,ENSMUSG00000063273,380,ENSG00000164134
9,NLGN1,neuroligin 1,3,"Rare Single Gene Mutation, Genetic Association",3,0,17,Nlgn1,ENSMUSG00000063887,2445,ENSG00000169760
9,NLGN2,Neuroligin 2,17,"Rare Single Gene Mutation, Functional",4,0,8,Nlgn2,ENSMUSG00000051790,2511,ENSG00000169992
9,NLGN2,Neuroligin 2,17,"Rare Single Gene Mutation, Functional",4,0,8,Nlgn2,ENSMUSG00000051790,2511,ENSG00000283859
9,GABRB1,"gamma-aminobutyric acid (GABA) A receptor, beta 1",4,"Rare Single Gene Mutation, Genetic Association",5,0,6,Gabrb1,ENSMUSG00000029212,1425,ENSG00000163288
9,GABRB3,"gamma-aminobutyric acid (GABA) A receptor, beta 3",15,"Rare Single Gene Mutation, Genetic Association",2,0,36,Gabrb3,ENSMUSG00000033676,1422,ENSG00000166206
9,GAN,Gigaxonin,16,Rare Single Gene Mutation,5,0,1,Gan,ENSMUSG00000052557,1792,ENSG00000261609
9,GNAS,GNAS complex locus,20,Rare Single Gene Mutation,4,0,8,Gnas,ENSMUSG00000027523,1140,ENSG00000087460
9,GRPR,Gastrin-releasing peptide receptor,X,"Rare Single Gene Mutation, Genetic Association",5,0,8,Grpr,ENSMUSG00000031364,1155,ENSG00000126010
9,HEPACAM,hepatic and glial cell adhesion molecule,11,"Rare Single Gene Mutation, Syndromic",NA,1,9,Hepacam,ENSMUSG00000046240,1257,ENSG00000165478
9,JARID2,jumonji and AT-rich interaction domain containing 2,6,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,11,Jarid2,ENSMUSG00000038518,3705,ENSG00000008083
9,KANK1,KN motif and ankyrin repeat domains 1,9,Rare Single Gene Mutation,4,0,7,Kank1,ENSMUSG00000032702,4083,ENSG00000107104
9,KCNJ2,"Potassium inwardly-rectifying channel, subfamily J, member 2",17,Rare Single Gene Mutation,5,0,2,Kcnj2,ENSMUSG00000041695,1287,ENSG00000123700
9,KDM5B,Lysine (K)-specific demethylase 5B,1,"Rare Single Gene Mutation, Syndromic",2,0,10,Kdm5b,ENSMUSG00000042207,4554,ENSG00000117139
9,KMT2A,Lysine (K)-specific methyltransferase 2A,11,"Rare Single Gene Mutation, Syndromic",1,1,16,Kmt2a,ENSMUSG00000002028,11892,ENSG00000118058
9,KMT2C,Lysine (K)-specific methyltransferase 2C,7,"Rare Single Gene Mutation, Syndromic",2,1,14,Kmt2c,ENSMUSG00000038056,14715,ENSG00000055609
9,ADAMTS18,ADAM metallopeptidase with thrombospondin type 1 motif 18,16,Rare Single Gene Mutation,NA,0,3,Adamts18,ENSMUSG00000053399,3660,ENSG00000140873
9,DOLK,Dolichol kinase,9,Syndromic,NA,0,1,Dolk,ENSMUSG00000075419,1605,ENSG00000175283
9,FOXG1,Forkhead box G1,14,"Rare Single Gene Mutation, Syndromic, Genetic Association",NA,1,24,Foxg1,ENSMUSG00000020950,1446,ENSG00000176165
9,FOXG1,Forkhead box G1,14,"Rare Single Gene Mutation, Syndromic, Genetic Association",NA,1,24,Gm43517,ENSMUSG00000089922,1019,ENSG00000176165
9,GPD2,glycerol-3-phosphate dehydrogenase 2,2,"Rare Single Gene Mutation, Genetic Association",NA,0,4,Gpd2,ENSMUSG00000026827,2184,ENSG00000115159
9,GRIN2A,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A",16,"Rare Single Gene Mutation, Syndromic, Genetic Association",4,0,35,Grin2a,ENSMUSG00000059003,4395,ENSG00000183454
9,GRIN2B,"glutamate receptor, inotropic, N-methyl D-apartate 2B",12,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,45,Grin2b,ENSMUSG00000030209,4449,ENSG00000273079
9,LRFN5,leucine rich repeat and fibronectin type III domain containing 5,14,"Rare Single Gene Mutation, Genetic Association",4,0,6,Lrfn5,ENSMUSG00000035653,2160,ENSG00000165379
9,LRP2,LDL receptor related protein 2,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",4,0,11,Lrp2,ENSMUSG00000027070,1281,ENSG00000081479
9,NIPBL,Nipped-B homolog (Drosophila),5,"Rare Single Gene Mutation, Syndromic",NA,1,9,Nipbl,ENSMUSG00000022141,8397,ENSG00000164190
9,NEXMIF,neurite extension and migration factor,X,"Rare Single Gene Mutation, Syndromic",3,0,18,Nexmif,ENSMUSG00000046449,4458,ENSG00000050030
9,ARHGAP11B,Rho GTPase activating protein 11B,15,Rare Single Gene Mutation,NA,0,1,Arhgap11a,ENSMUSG00000041219,1374,ENSG00000274734
9,ARHGAP11B,Rho GTPase activating protein 11B,15,Rare Single Gene Mutation,NA,0,1,Arhgap11a,ENSMUSG00000041219,1374,ENSG00000285077
9,FAM19A3,"family with sequence similarity 19 member A3, C-C motif chemokine like",1,Functional,5,0,2,Fam19a3,ENSMUSG00000055865,399,ENSG00000184599
9,HDLBP,high density lipoprotein binding protein,2,Rare Single Gene Mutation,4,0,4,Hdlbp,ENSMUSG00000034088,3807,ENSG00000115677
9,HECW2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",2,"Rare Single Gene Mutation, Syndromic",3,0,7,Hecw2,ENSMUSG00000042807,4737,ENSG00000138411
9,HNRNPH2,heterogeneous nuclear ribonucleoprotein H2,X,Rare Single Gene Mutation,4,0,5,Hnrnph2,ENSMUSG00000045427,1350,ENSG00000126945
9,HNRNPU,heterogeneous nuclear ribonucleoprotein U,1,"Rare Single Gene Mutation, Syndromic, Functional",4,1,11,Hnrnpu,ENSMUSG00000039630,2382,ENSG00000153187
9,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",3,Rare Single Gene Mutation,4,0,8,Itpr1,ENSMUSG00000030102,8250,ENSG00000150995
9,KCNB1,potassium voltage-gated channel subfamily B member 1,20,"Rare Single Gene Mutation, Syndromic",NA,1,4,Kcnb1,ENSMUSG00000050556,2574,ENSG00000158445
9,KCNJ10,potassium voltage-gated channel subfamily J member 10,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,10,Kcnj10,ENSMUSG00000044708,1140,ENSG00000177807
9,KCNT1,potassium sodium-activated channel subfamily T member 1,9,"Rare Single Gene Mutation, Syndromic",5,0,10,Kcnt1,ENSMUSG00000058740,3609,ENSG00000107147
9,KDM5C,lysine demethylase 5C,X,"Rare Single Gene Mutation, Syndromic",3,0,21,Kdm5c,ENSMUSG00000025332,4656,ENSG00000126012
9,MDGA2,MAM domain containing glycosylphosphatidylinositol anchor 2,14,"Rare Single Gene Mutation, Genetic Association",4,0,7,Mdga2,ENSMUSG00000034912,403,ENSG00000139915
9,MTF1,metal-regulatory transcription factor 1,1,"Syndromic, Genetic Association",4,0,4,Mtf1,ENSMUSG00000028890,2028,ENSG00000188786
9,MTHFR,methylenetetrahydrofolate reductase (NAD(P)H),1,"Rare Single Gene Mutation, Syndromic, Genetic Association",4,0,15,Mthfr,ENSMUSG00000029009,2013,ENSG00000177000
9,NACC1,nucleus accumbens associated 1,19,"Rare Single Gene Mutation, Syndromic",4,1,3,Nacc1,ENSMUSG00000001910,1545,ENSG00000160877
9,NFIA,nuclear factor I/A,1,Rare Single Gene Mutation,4,0,8,Nfia,ENSMUSG00000028565,821,ENSG00000162599
9,FAM47A,family with sequence similarity 47 member A,X,Rare Single Gene Mutation,4,0,1,NA,NA,NA,ENSG00000185448
9,FAM92B,"Family with sequence similarity 92, member B",16,Rare Single Gene Mutation,3,0,3,Fam92b,ENSMUSG00000042269,879,ENSG00000153789
9,FAT1,FAT atypical cadherin 1,4,Rare Single Gene Mutation,4,0,4,Fat1,ENSMUSG00000070047,13773,ENSG00000083857
9,FBXO33,F-box protein 33,14,Genetic Association,4,0,3,Fbxo33,ENSMUSG00000035329,1689,ENSG00000165355
9,FBXO40,F-box protein 40,3,"Rare Single Gene Mutation, Genetic Association",4,0,4,Fbxo40,ENSMUSG00000047746,2133,ENSG00000163833
9,FCRL6,Fc receptor like 6,1,Rare Single Gene Mutation,4,0,4,NA,NA,NA,ENSG00000181036
9,FEZF2,FEZ family zinc finger 2,3,"Rare Single Gene Mutation, Genetic Association",4,0,8,Fezf2,ENSMUSG00000021743,1368,ENSG00000153266
9,FGA,Fibrinogen alpha chain,4,Genetic Association,4,0,1,Fga,ENSMUSG00000028001,1674,ENSG00000171560
9,FHIT,fragile histidine triad gene,3,"Rare Single Gene Mutation, Genetic Association",4,0,12,Fhit,ENSMUSG00000060579,453,ENSG00000189283
9,FLT1,fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular perme ability factor receptor),13,"Rare Single Gene Mutation, Functional",5,0,4,Flt1,ENSMUSG00000029648,2067,ENSG00000102755
9,FOLH1,folate hydrolase 1,11,Functional,5,0,2,Folh1,ENSMUSG00000001773,2259,ENSG00000086205
9,FRK,fyn-related kinase,6,"Rare Single Gene Mutation, Genetic Association",4,0,3,Frk,ENSMUSG00000019779,1539,ENSG00000111816
9,GABRA1,"Gamma-aminobutyric acid (GABA) A receptor, alpha 1",5,"Rare Single Gene Mutation, Functional",5,0,6,Gabra1,ENSMUSG00000010803,1368,ENSG00000022355
9,GABRA4,"gamma-aminobutyric acid (GABA) A receptor, alpha 4",4,"Rare Single Gene Mutation, Genetic Association",4,0,6,Gabra4,ENSMUSG00000029211,111,ENSG00000109158
9,GABRA5,gamma-aminobutyric acid type A receptor alpha5 subunit,15,"Genetic Association, Functional",5,0,8,Gabra5,ENSMUSG00000055078,1392,ENSG00000186297
9,GABRQ,"Gamma-aminobutyric acid (GABA) A receptor, theta",X,Rare Single Gene Mutation,5,0,1,Gabrq,ENSMUSG00000031344,1578,ENSG00000268089
9,GAD1,"Glutamate decarboxylase 1 (brain, 67kDa)",2,"Rare Single Gene Mutation, Functional",5,0,5,Gad1,ENSMUSG00000070880,1782,ENSG00000128683
9,GADD45B,"Growth arrest and DNA-damage-inducible, beta",19,"Rare Single Gene Mutation, Functional",5,0,4,Gadd45b,ENSMUSG00000015312,483,ENSG00000099860
9,GALNT13,polypeptide N-acetylgalactosaminyltransferase 13,2,Rare Single Gene Mutation,4,0,4,Galnt13,ENSMUSG00000060988,1671,ENSG00000144278
9,GALNT14,polypeptide N-acetylgalactosaminyltransferase 14,2,"Rare Single Gene Mutation, Genetic Association",4,0,4,Galnt14,ENSMUSG00000024064,1653,ENSG00000158089
9,GAP43,Growth associated protein 43,3,Functional,5,0,1,Gap43,ENSMUSG00000047261,684,ENSG00000172020
9,GAS2,Growth arrest-specific 2,11,Genetic Association,4,0,1,Gas2,ENSMUSG00000030498,945,ENSG00000148935
9,GDA,Guanine deaminase,9,"Rare Single Gene Mutation, Genetic Association",4,0,2,Gda,ENSMUSG00000058624,1365,ENSG00000119125
9,GGNBP2,gametogenetin binding protein 2,17,Rare Single Gene Mutation,3,0,2,Ggnbp2,ENSMUSG00000020530,2217,ENSG00000278311
9,GGNBP2,gametogenetin binding protein 2,17,Rare Single Gene Mutation,3,0,2,Ggnbp2,ENSMUSG00000020530,2217,ENSG00000275099
9,GIGYF1,GRB10 interacting GYF protein 1,7,Rare Single Gene Mutation,3,0,3,Gigyf1,ENSMUSG00000029714,3135,ENSG00000146830
9,GIGYF2,GRB10 interacting GYF protein 2,2,Rare Single Gene Mutation,2,0,7,Gigyf2,ENSMUSG00000048000,666,ENSG00000204120
9,EXOC3,Exocyst complex component 3,5,Rare Single Gene Mutation,NA,0,1,Exoc3,ENSMUSG00000034152,2268,ENSG00000180104
9,EXOC5,Exocyst complex component 5,14,Rare Single Gene Mutation,NA,0,2,Exoc5,ENSMUSG00000061244,2127,ENSG00000070367
9,EXOC6,Exocyst complex component 6,10,Rare Single Gene Mutation,NA,0,1,Exoc6,ENSMUSG00000053799,2415,ENSG00000138190
9,GLIS1,GLIS family zinc finger 1,1,"Rare Single Gene Mutation, Genetic Association",4,0,2,Glis1,ENSMUSG00000034762,1806,ENSG00000174332
9,GLO1,glyoxalase I,6,Genetic Association,4,0,9,Glo1,ENSMUSG00000024026,555,ENSG00000124767
9,GNA14,"Guanine nucleotide binding protein (G protein), alpha 14",9,Rare Single Gene Mutation,6,0,1,Gna14,ENSMUSG00000024697,1068,ENSG00000156049
9,GNB1L,"guanine nucleotide binding protein (G protein), beta polypeptide 1-like",22,"Rare Single Gene Mutation, Genetic Association",4,0,2,Gnb1l,ENSMUSG00000000884,939,ENSG00000185838
9,GPC4,glypican 4,X,Rare Single Gene Mutation,3,0,2,Gpc4,ENSMUSG00000031119,1674,ENSG00000076716
9,GPC6,glypican 6,13,"Rare Single Gene Mutation, Genetic Association",4,0,8,Gpc6,ENSMUSG00000058571,1668,ENSG00000183098
9,GPR139,G protein-coupled receptor 139,16,Rare Single Gene Mutation,5,0,5,Gpr139,ENSMUSG00000066197,1038,ENSG00000180269
9,GPR37,G protein-coupled receptor 37,7,Rare Single Gene Mutation,4,0,2,Gpr37,ENSMUSG00000039904,1803,ENSG00000170775
9,GPR85,G protein-coupled receptor 85,7,"Rare Single Gene Mutation, Genetic Association",4,0,4,Gpr85,ENSMUSG00000048216,1113,ENSG00000164604
9,GPX1,glutathione peroxidase 1,3,Genetic Association,4,0,5,Gpx1,ENSMUSG00000063856,438,ENSG00000233276
9,GRIA1,glutamate ionotropic receptor AMPA type subunit 1,5,Rare Single Gene Mutation,2,0,4,Gria1,ENSMUSG00000020524,2724,ENSG00000155511
9,GRID1,"Glutamate receptor, ionotropic, delta 1",10,"Rare Single Gene Mutation, Genetic Association",3,0,6,Grid1,ENSMUSG00000041078,3030,ENSG00000182771
9,GRID2,"glutamate receptor, ionotropic, delta 2",4,"Rare Single Gene Mutation, Syndromic, Genetic Association",4,0,9,Grid2,ENSMUSG00000071424,3024,ENSG00000152208
9,GRIK4,"Glutamate receptor, ionotropic, kainate 4",11,"Rare Single Gene Mutation, Functional",5,0,3,Grik4,ENSMUSG00000032017,2871,ENSG00000149403
9,GRIK5,"Glutamate receptor, ionotropic, kainate 5",19,Rare Single Gene Mutation,3,0,6,Grik5,ENSMUSG00000003378,2940,ENSG00000105737
9,GRIP1,glutamate receptor interacting protein 1,12,Rare Single Gene Mutation,2,0,12,Grip1,ENSMUSG00000034813,3384,ENSG00000155974
9,GRM4,"Glutamate receptor, metabotropic 4",6,Functional,5,0,1,Grm4,ENSMUSG00000063239,2739,ENSG00000124493
9,GRM5,"Glutamate receptor, metabotropic 5",11,"Rare Single Gene Mutation, Genetic Association, Functional",4,0,5,Grm5,ENSMUSG00000049583,3516,ENSG00000168959
9,NFIX,nuclear factor I/X (CCAAT-binding transcription factor),19,"Rare Single Gene Mutation, Syndromic",NA,1,6,Nfix,ENSMUSG00000001911,1465,ENSG00000008441
9,ACTN4,"Actinin, alpha 4",19,Rare Single Gene Mutation,NA,0,3,Actn4,ENSMUSG00000054808,1554,ENSG00000130402
9,ACTN4,"Actinin, alpha 4",19,Rare Single Gene Mutation,NA,0,3,Actn4,ENSMUSG00000054808,1554,ENSG00000282844
9,ANKS1B,Ankyrin repeat and sterile alpha motif domain containing 1B,12,Rare Single Gene Mutation,NA,0,1,Anks1b,ENSMUSG00000058589,112,ENSG00000185046
9,BCAS1,Breast carcinoma amplified sequence 1,20,Rare Single Gene Mutation,NA,0,2,Bcas1,ENSMUSG00000013523,1139,ENSG00000064787
9,CACNA1B,calcium voltage-gated channel subunit alpha1 B,9,"Rare Single Gene Mutation, Genetic Association",NA,0,7,Cacna1b,ENSMUSG00000004113,6978,ENSG00000148408
9,CNTNAP3,contactin associated protein-like 3,9,Rare Single Gene Mutation,NA,0,2,Cntnap3,ENSMUSG00000033063,3864,ENSG00000106714
9,DGKZ,"Diacylglycerol kinase, zeta",11,Rare Single Gene Mutation,NA,0,2,Dgkz,ENSMUSG00000040479,285,ENSG00000149091
9,DLGAP3,DLG associated protein 3,1,"Rare Single Gene Mutation, Genetic Association, Functional",NA,0,7,Dlgap3,ENSMUSG00000042388,2934,ENSG00000116544
9,FAM135B,"Family with sequence similarity 135, member B",8,"Rare Single Gene Mutation, Genetic Association",NA,0,2,Fam135b,ENSMUSG00000036800,4212,ENSG00000147724
9,FBXO15,F-box protein 15,18,Rare Single Gene Mutation,NA,0,3,Fbxo15,ENSMUSG00000034391,1437,ENSG00000141665
9,FER,FERtyrosine kinase,5,Genetic Association,NA,0,1,Fer,ENSMUSG00000000127,2472,ENSG00000151422
9,GRM7,"Glutamate receptor, metabotropic 7",3,"Rare Single Gene Mutation, Genetic Association",4,0,13,Grm7,ENSMUSG00000056755,2769,ENSG00000196277
9,GRM8,"glutamate receptor, metabotropic 8",7,"Rare Single Gene Mutation, Genetic Association",6,0,7,Grm8,ENSMUSG00000024211,2727,ENSG00000179603
9,GSK3B,Glycogen synthase kinase 3 beta,3,"Rare Single Gene Mutation, Functional",5,0,4,Gsk3b,ENSMUSG00000022812,1263,ENSG00000082701
9,GSTM1,glutathione S-transferase M1,1,Genetic Association,4,0,3,Gm6665,ENSMUSG00000091561,258,ENSG00000134184
9,GSTM1,glutathione S-transferase M1,1,Genetic Association,4,0,3,Gstm2,ENSMUSG00000040562,555,ENSG00000134184
9,GSTM1,glutathione S-transferase M1,1,Genetic Association,4,0,3,Gstm6,ENSMUSG00000068762,372,ENSG00000134184
9,GTF2I,general transcription factor IIi,7,"Rare Single Gene Mutation, Genetic Association",4,0,5,Gtf2i,ENSMUSG00000060261,2940,ENSG00000263001
9,GUCY1A2,guanylate cyclase 1 soluble subunit alpha 2,11,"Rare Single Gene Mutation, Genetic Association",4,0,2,Gucy1a2,ENSMUSG00000041624,2193,ENSG00000152402
9,H2AFZ,H2A histone family member Z,4,"Genetic Association, Functional",5,0,3,H2afz,ENSMUSG00000037894,318,ENSG00000164032
9,HDAC3,histone deacetylase 3,5,"Rare Single Gene Mutation, Functional",5,0,5,Hdac3,ENSMUSG00000024454,1287,ENSG00000171720
9,HDC,histidine decarboxylase,15,"Rare Single Gene Mutation, Functional",5,0,6,Hdc,ENSMUSG00000027360,1989,ENSG00000140287
9,HECTD4,HECT domain E3 ubiquitin protein ligase 4,12,Rare Single Gene Mutation,3,0,3,Hectd4,ENSMUSG00000042744,13257,ENSG00000173064
9,HIVEP3,human immunodeficiency virus type I enhancer binding protein 3,1,"Rare Single Gene Mutation, Genetic Association",3,0,4,Hivep3,ENSMUSG00000028634,7047,ENSG00000127124
9,HLA-A,"major histocompatibility complex, class I, A",6,Genetic Association,4,0,8,NA,NA,NA,ENSG00000223980
9,HLA-A,"major histocompatibility complex, class I, A",6,Genetic Association,4,0,8,NA,NA,NA,ENSG00000227715
9,HLA-A,"major histocompatibility complex, class I, A",6,Genetic Association,4,0,8,NA,NA,NA,ENSG00000206503
9,HLA-A,"major histocompatibility complex, class I, A",6,Genetic Association,4,0,8,NA,NA,NA,ENSG00000235657
9,HLA-A,"major histocompatibility complex, class I, A",6,Genetic Association,4,0,8,NA,NA,NA,ENSG00000206505
9,HLA-A,"major histocompatibility complex, class I, A",6,Genetic Association,4,0,8,NA,NA,NA,ENSG00000229215
